OBJECTID,COM,NOMBRE,DIRECCION,REGION,PROVINCIA,SUPERFICIE,PROPIEDAD_,DETALLE_PR,ROL,USO_AREA_V,DETALLE_US,AGNO_APERT,COSTO_CONS,FUENTE_FIN,DETALLE_FU,ADMINISTRA,DETALLE_AD,COSTO_ANUA,SUMINISTRO,DETALLE_RI,CONEXION_R,BAÑOS_ASI,BAÑOS_TRA,NIVEL_CONS,TIPO_ACCES,COSTO_INGR,JUEGOS_INF,CANCHA_FUT,MULTICANCH,MAQUINAS_E,ZONA_PICNI,OTROS_EQUI,ESTACIONAM,BAÑO_DISC,RUTA_ACCES,JUEGOS_ACC,OBSERVACIO,Programa,Shape_Length,Shape_Area
1345,Renca,PARQUE NATURAL CERROS DE RENCA, ,13,131,89594.79751916, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1685.39884659914,89594.797519162
1346,Máfil,Plaza de La República, ,14,141,9490.36723045, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,473.681688363532,9490.36723044962
1347,Palena,PLAZA DE ARMAS DE PALENA, ,10,104,6220.77194505, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,311.180815589326,6220.77194505043
1348,Alto Hospicio,Parque Urbano Santa Rosa - Parque Sur Oriente Santa Rosa,"Cerro Santa Rosa, La Negra",1,11,50589.60959614,SERVIU, ,No hay registro,Sí, ,2020,2200000000,GORE, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1160.22435095429,50589.6095961405
1349,Puerto Montt,NN10, ,10,101,17003.32844888, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1710.56037969298,17003.3284488841
1350,Quinchao,COSTANERA ACHAO, ,10,102,7699.9976928, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,804.418126261511,7699.99769280307
1351,Purranque,PLAZA DE ARMAS DE PURRANQUE, ,10,103,16048.40643508, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,506.835149489175,16048.4064350826
1352,Futaleufú,PLAZA DE FUTALEFU, ,10,104,10549.41629004, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,410.865673992424,10549.416290036
1353,Futaleufú,COSTANERA BICENTENARIO, ,10,104,5772.75870704, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,776.073085226022,5772.75870703681
1354,Puerto Montt,Puerto Montt norte 1, ,10,101,8647.94839822, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,859.631307469665,8647.94839821644
1355,Puerto Montt,PLAZA, ,10,101,10883.33445311, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,417.400883497442,10883.3344531108
1356,Puerto Montt,PLAZA, ,10,101,11063.53432224, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,419.690408908401,11063.5343222401
1357,Puerto Varas,Plaza Nueva Braunau, ,10,101,7717.55680837, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,372.899667324017,7717.55680837161
1358,Puerto Varas,plaza Mirador Puerto Varas, ,10,101,16571.84481084, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,955.633795362183,16571.8448108442
1359,Osorno,Parque Ovejeria, ,10,103,37984.98768553, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1840.61616931645,37984.9876855279
1360,Osorno,Parque Bellavista, ,10,103,51854.58084727,B.N.U.P, , ,Sí, ,0,1571191000,GORE, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2132.79635223125,51854.5808472675
1361,Osorno,Parque Bellavista,ribera oriente rio rahue sector ovejeria,10,103,55658.65402389,MIXTO, , ,No,principalmente AV,0,1200000000,MINVU, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1436.94779472733,55658.654023893
1362,Porvenir,PLAZA PORVENIR, ,12,123,12965.93271008,MUNICIPAL, , , , ,0,1515706,GORE, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,455.643456966898,12965.932710078
1363,Las Condes,Plaza Juan Pablo II, ,13,131,5598.26732382, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,297.078837360032,5598.26732381816
1364,Las Condes,Plaza Perú, ,13,131,8488.86099484, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,358.09512696737,8488.86099484313
1365,Las Condes,Plaza El Golf, ,13,131,7706.86395693, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,442.272885207572,7706.86395692875
1366,Las Condes,Plaza Mustafa Karmal Atatuk, ,13,131,11445.34734146, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,510.668838121979,11445.3473414577
1367,Las Condes,Plaza Genral Blanche, ,13,131,6282.22202981, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,355.2839294866,6282.22202981357
1368,Paillaco,Plaza de Armas de Paillaco, ,14,141,10542.14645728, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,405.922526035017,10542.1464572764
1369,Río Bueno,Plaza  de río Bueno, ,14,142,9267.49649333, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,385.376882360834,9267.49649332537
1370,Panguipulli,PLAZA PANGUIPULLI,"Etchegaray, Jorge Alessasandri, Padre Sigisfredo",14,141,9420.72359504,B.N.U.P, , ,Sí, ,0,772.721,MIXTO, , , ,0, , , , , , , ,0, , , , , , , , , , ,9.839,Parques Urbanos,396.28404754599,9420.72359503951
1371,Valdivia,Parque Urbano Longitudinal Sur - Parque Catrico,Avda. San Luis.,14,141,107123.42464729,MIXTO,"Serviu;Municipalidad; Uach","2433-1, 2124-3",Sí,No Aplica,2020,4648826000,MINVU, , , ,0, , , , , , , ,0, , , , , , , , , , ,"CONSISTE EN LA CONSTRUCCIÓN DE LA SECCIÓN LONGITUDINAL SUR DEL PROYECTO PARQUE URBANO.  LA INICIATIVA CONSTA DE LAS SIGUIENTES PARTIDAS PRINCIPALES: PAVIMENTOS, CICLOVÍA, ANFITEATRO, ILUMINACIÓN, MOBILIARIO URBANO, PAISAJISMO Y RIEGO ENTRE OTRAS.",Parques Urbanos,3017.78616189607,107123.424647285
1372,Lanco,Plaza Malalhue, ,14,141,7137.11022837, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,340.826903174327,7137.11022836553
1373,Mariquina,Plaza San José d ela Mariquina, ,14,141,7130.95044615, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,337.881063672617,7130.95044614786
1374,Los Lagos,Plaza Los Lagos, ,14,141,7147.21281381, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,339.897382091705,7147.2128138063
1375,Taltal,PLAZA DEL TREN,Av. Arturo Prat / Av. O´Higgins,2,21,6620.15200603,MUNICIPAL, ,510-4,Sí,ZUE3,0,753649490,MINVU, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,447.362356910489,6620.15200602804
1376,Copiapó,Alameda Manuel Antonio Matta, ,3,31,7598.93950888, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,854.05533678853,7598.93950887831
1377,Diego de Almagro,Plaza El Salvador, ,3,32,7640.1345161, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,350.047096078743,7640.13451609581
1378,Las Condes,Plaza La Concordia, ,13,131,7990.47409628, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,324.546081889906,7990.47409628034
1379,Las Condes,Plaza Combate de la Concepción, ,13,131,10960.35139757, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,389.338265061589,10960.3513975746
1380,Puerto Montt,Puerto Montt norte 2, ,10,101,40413.92398619, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,4802.06244707353,40413.9239861889
1381,Puerto Montt,Puerto Montt norte 3, ,10,101,7270.01512472, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,942.541751053713,7270.01512471946
1382,Puerto Montt,Puerto Montt norte 4, ,10,101,14927.63984002, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1033.04632549173,14927.6398400209
1383,Santiago,Plaza Brasil, ,13,131,17758.93873453, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,534.493336203592,17758.9387345346
1384,Santiago,Plaza de Armas, ,13,131,15596.95586929, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,501.17662209822,15596.9558692939
1385,Santiago,Plaza de La Constitución, ,13,131,13418.99259223, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,450.991394631084,13418.9925922313
1386,Santiago,Plaza Manuel Rodriguez, ,13,131,5822.02650313, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,297.482186564353,5822.02650313272
1387,Santiago,Bandejón Central Alameda, ,13,131,49986.60231159, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,3707.79501383526,49986.6023115857
1388,Santiago,Bandejón Alameda, ,13,131,11557.38382472, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1985.73149713246,11557.3838247208
1389,Santiago,Plaza Jorge Montt, ,13,131,8683.13955583, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,374.709224273965,8683.13955582767
1390,Las Condes,Plaza Renacimiento, ,13,131,5318.74127481, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,322.838442393192,5318.74127480545
1391,Las Condes,Plaza Camino Catedral, ,13,131,34418.88164592, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1874.71859156475,34418.8816459221
1392,Santiago,Plaza Rondizzoni, ,13,131,7463.07815387, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,549.260915093153,7463.07815387357
1393,Santiago,Bandejón Avda. Matta, ,13,131,17300.91158087, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,3486.32993905368,17300.9115808745
1394,Santiago,"Parque Forestal, Sector 5", ,13,131,10547.80196403, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1294.52476681911,10547.8019640264
1395,Independencia,Plaza Juan Antonio Ríos 1, ,13,131,5431.21501556, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,368.670913989801,5431.2150155599
1396,Independencia,Plaza Rosa Ester Alessandri, ,13,131,6876.69316238, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,577.249081089505,6876.69316238169
1397,Santiago,Plaza Yungay, ,13,131,7720.3612785, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,349.99571325312,7720.36127850162
1398,Santiago,Plaza de La Ciudadanía, ,13,131,27425.37460765, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1198.02310718633,27425.3746076485
1399,Santiago,Plaza Ercilla, ,13,131,15242.40045573, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,782.509327683665,15242.4004557344
1400,Santiago,Plaza Capitán Prat, ,13,131,8672.79338554, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,517.015412366752,8672.79338554387
1401,Independencia,Plaza Juan Antonio Ríos 2, ,13,131,7594.41335797, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,405.386694365695,7594.41335797296
1402,Santiago,Plaza Matte, ,13,131,9698.63204089, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,387.871735814414,9698.63204088799
1403,Santiago,Plaza Bogotá, ,13,131,8410.91249062, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,390.271709078397,8410.91249062064
1404,Santiago,Plaza Arauco, ,13,131,6749.02130789, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,374.7637227886,6749.02130789359
1405,Las Condes,Plaza El Convento / Los Monjes, ,13,131,6563.97985194, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,316.384531605746,6563.97985194117
1406,Las Condes,Plaza Las Condesas, ,13,131,8296.55000107, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,438.91765176704,8296.55000107415
1407,Santiago,"Parque Forestal, Sector 1b", ,13,131,5766.13527995, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,678.595529699226,5766.13527995495
1408,Santiago,"Parque Forestal, Sector 2b", ,13,131,6114.03292404, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,730.595860179049,6114.03292403551
1409,Independencia,Plaza Presidente Anibal Pinto, ,13,131,17948.6008636, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,533.284559332702,17948.6008636045
1410,Diego de Almagro,Plaza El Salvador, ,3,32,7640.1345161, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,350.047096078743,7640.13451609581
1411,Las Condes,BANDEJÓN, ,13,131,15285.15546199, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1788.83463009292,15285.1554619888
1412,Pozo Almonte,PLAZA SECTOR EL LAGARTO,Calle comercio intersecta con calle arica,1,14,5980.48135429,B.N.U.P, ,No hay Registro,Sí, ,0,164306484,MINVU, , , ,0, , , , , , , ,0, , , , , , , , , , ,"No tenemos registro de término de construcción, y no hemos encontrado el código bip. No posee rol al ser b.n.u.p",Parques Urbanos,528.751428150588,5980.48135429168
1413,Pozo Almonte,PLAZA POZO ALMONTE,Calle san fuentes intersecta con calle comercio,1,14,5105.1842197,MUNICIPAL, ,No hay Registro,Sí, ,0,2234841000,GORE, , , ,0, , , , , , , ,0, , , , , , , , , , ,"No hay registro del termino de construcción, el mejoramiento contempla la ampliación de la plaza hacia las calles 21 de mayo, san fuentes y balmaceda, también contempla baños subterráneos. No hay registros del rol.",Parques Urbanos,288.474080434576,5105.18421969827
1414,Calama,PLAZA 23 D EMAYO,ABAROA,2,22,5508.32741315,B.N.U.P, ,----------------------,Sí, ,0,0,MIXTO, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,347.144744500254,5508.32741315093
1415,Calama,BANDEJÓN,AVDA BALMACEDA S/N,2,22,8038.94851933,B.N.U.P, , ,No,ZR-1A PRC,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2564.27238392174,8038.94851932947
1416,Calama,BANDEJÓN,BALMACEDA S/N,2,22,5734.45754652,B.N.U.P, , ,No,ZR-8 PRC,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,743.830084627589,5734.45754652209
1417,Freirina, ,Hacienda Atacama,3,33,39229.95560909,MUNICIPAL, , ,No,Zona rural,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , ,Esta en etapa de perfil para una mejora,Parques Urbanos,823.505830119589,39229.9556090905
1418,Andacollo,PARQUE OASIS,Curque altonº1080,4,41,58197.93745748,MUNICIPAL, ,153-85, , ,0,0,NO CUENTA CON FINANCIAMIENTO, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,945.121261301434,58197.9374574821
1419,Ovalle,BANDEJÓN,Miraflores S/N,4,43,9094.1339515,MUNICIPAL, , ,Sí, ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1133.26938262485,9094.13395149657
1420,Illapel,PISCINA MUNICIPAL,"RUTA D-81, ILLAPEL",4,42,52408.39084102,MUNICIPAL, ,409-1,Sí, ,0,0,OTRO, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1088.88560192385,52408.3908410161
1421,Andacollo,PLAZA GABRIELA MISTRAL,CALLE LOS CARRERAS S/N FRENTE AL ESTADIO MUNICIPAL,4,41,5987.8076245,B.N.U.P, , ,Sí, ,0,0,GORE, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,471.308037185259,5987.80762449823
1422,Viña del Mar,DUNAS,Borgoño S/N,5,51,491021.44980414,PRIVADO, , ,No,30.1 há Area Protegida / 20 há AV,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,3052.83816786326,491021.449804135
1423,Quinta de Tilcoco,CERRO CAMINO LAS PARCELAS,AVDA. ALAMEDA  CON CALLE VILLA ALEGRE S/N,6,61,227731.40985952,B.N.U.P, , ,Sí, ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2072.44214058146,227731.409859519
1424,Curicó,PLAZA, ,7,73,6119.33629897, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,363.306800771337,6119.33629896902
1425,Teno,BBANDEJÓN,Avenida Lautaro entre Comalle y Bellavista,7,73,17462.09927456,B.N.U.P, ,no hay registro,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,3678.73493572821,17462.099274563
1426,Teno,PLAZA CALLE CAPITANIA,Calle Capitanía,7,73,6012.81454985,B.N.U.P, ,no hay registro,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,310.770785897272,6012.81454984883
1427,Talca,PARQUE COSTANERA - Parque Estero Piduco, ,7,71,219166.70547022,B.N.U.P, , ,Sí, ,2020,10038000000,MINVU,MINVU, , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,8253.65203010807,219166.705470216
1428,Cobquecura,PARQUE LOBERIA 2,Avenida Costanera,8,84,21521.53988736,B.N.U.P, , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1190.52092092159,21521.5398873578
1429,Lautaro,BANDEJÓN,Calle san Patricio,9,91,14645.5780447,B.N.U.P, ,NO HAY REGISTRO,NO HAY REGISTRO,NO HAY REGISTRO,0,0,MINVU, , , ,0, , , , , , , ,0, , , , , , , , , , ,Postula a diseño,Parques Urbanos,2477.54213498538,14645.5780447011
1430,Traiguén,BANDEJÓN TRAIGUÉN,Av.Suiza (toda su extensión),9,92,29202.26325145,B.N.U.P, ,NO HAY REGISTRO,Sí,NO HAY REGISTRO,0,0,MINVU, , , ,0, , , , , , , ,0, , , , , , , , , , ,Se desconocen la fechas de inicio y termino de la construcción,Parques Urbanos,2825.99701414937,29202.26325145
1431,Renaico,PLAZA SECTOR LOS PARAGUAS,industria s/n,9,92,6375.78407052,B.N.U.P, ,90094-1,Sí,NO HAY REGISTRO,0,500000000,MINVU, , , ,0, , , , , , , ,0, , , , , , , , , , ,NO HAY REGISTRO,Parques Urbanos,329.095892847863,6375.78407052271
1432,Renaico,PLAZA TIJERAL,Angol con plaza,9,92,11094.80576739,B.N.U.P, ,NO HAY REGISTRO,Sí,NO HAY REGISTRO,0,889258000,MOP, , , ,0, , , , , , , ,0, , , , , , , , , , ,proyecto aún en evaluación MIDESO,Parques Urbanos,421.17293464708,11094.8057673886
1433,San Juan de la Costa,PLAZA,Ruta U400 intersección avenida Anquimapu,10,103,5641.91413685,B.N.U.P, , ,Sí, ,0,699276242,MINVU, , , ,0, , , , , , , ,0, , , , , , , , , , ,"Bahía Mansa no tiene PRC vigente, por lo tanto la información contenida en columna Uso de Suelo corresponde al Proyecto PRC en evaluación (octubre, 2017)",Parques Urbanos,293.161590396584,5641.91413685169
1434,San Juan de la Costa,PLAZA,Ruta U410 costanera maicolpué,10,103,6774.15988383,OTRO, , ,Sí, ,0,67189000,GORE, , , ,0, , , , , , , ,0, , , , , , , , , , ,"Bahía Mansa no tiene PRC vigente, por lo tanto la información contenida en columna Uso de Suelo corresponde al Proyecto PRC en evaluación (octubre, 2017)",Parques Urbanos,346.195477625516,6774.15988382653
1435,Río Negro,PARQUE RECREACIONAL LA TOMA, ,10,103,6117.98010308, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,358.637829798028,6117.98010307607
1436,Aysén,PLAZA,BERNARDO O´HIGGINS S/N PUERTO CHACABUCO,11,112,25183.47801794,B.N.U.P, , ,Sí, ,0,1368779771,GORE, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,630.053863219588,25183.4780179391
1437,Aysén,PARQUE MUNICIPAL,AVENIDA TENIENTE MERINO S/N PUERTO AYSEN,11,112,5382.97509714,B.N.U.P, , ,Sí, ,0,89910000,GORE, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,754.046319506205,5382.97509713944
1438,Primavera,PLAZA DE PRIMAVERA,CALLE BERNARDO O´HIGGINS S/N,12,123,9553.64755385,SERVIU, , ,Sí, ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , ,PLAN REGULADOR EN TRAMITE,Parques Urbanos,533.702335598386,9553.64755385014
1439,San Gregorio,PLAZA DE SAN GREDORIO, ,12,121,7032.36646512, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,338.608999521708,7032.36646511708
1440,Lago Ranco,PLAZA,Ignacio Carrera Pinto s/n,14,142,15302.73967467,MIXTO, ,Sin antecedentes,Sí, ,0,1000000000,GORE, , , ,0, , , , , , , ,0, , , , , , , , , , ,"3 espacios: Plaza Bernardo O'Higgins, Feria Costumbrista y Plaza Mirador, los dos primeros cuentan con proyectos de reposición en etapa diseño. BIP 30117041 y 30117057 respectivamente",Parques Urbanos,914.363931471146,15302.7396746722
1441,Lago Ranco,PLAZA,Ancud s/n,14,142,8348.6997292,B.N.U.P, ,Sin antecedentes,Sí, ,0,713000000,MINVU, , , ,0, , , , , , , ,0, , , , , , , , , , ,Actualmente se encuentra ejecutando el diseño,Parques Urbanos,848.750797687093,8348.69972919611
1442,Los Lagos,PARQUE COSTANERA,"Población Alderete, Ciudad de Los Lagos.",14,141,32472.56500354,B.N.U.P, ,95-68,Sí, ,0,0,MIXTO, , , ,0, , , , , , , ,0, , , , , , , , , , ,Superficie según diseño es de 27479 m2. Proyecto con diseño finalizado a traves de EEPP y a la espera de financiamineto para su Ejecución con aportes del FNDR.,Parques Urbanos,846.177797369428,32472.5650035383
1443,Lanco,PLAZA RANCO,"Calles 18 de Septiembre, Libertad, Arturo Prat y C",14,141,6641.13863883,B.N.U.P, , , , ,0,750351,MIXTO, , , ,0, , , , , , , ,0, , , , , , , , , , ,"6420 m2, ejecutado a través de EEPP",Parques Urbanos,335.476529069092,6641.13863882846
1444,Valdivia,PLAZA SECTOR GUACAMAYO,"Sector Guacamayo de la ciudad de Valdivia, por Ave",14,141,13487.60525279,SERVIU, ,341-42,Sí, ,0,609.053,MINVU, , , ,0, , , , , , , ,0, , , , , , , , , , ,13.000,Parques Urbanos,494.395675081274,13487.6052527878
1445,Río Bueno,BALNEARIO MUNICIPAL, ,14,142,55472.02660902,MIXTO, , ,Sí, ,0,0,MOP, , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2296.7049315371,55472.0266090247
1446,Río Bueno,PLAZA,AVENIDA,14,142,7613.85107397,B.N.U.P, , ,Sí, ,0,0,GORE, , , ,0, , , , , , , ,0, , , , , , , , , , ,"SE ENCUENTRA EN LICITACION , MODIFICACION PARA ACCESIBILIDAD",Parques Urbanos,361.98507389031,7613.85107397222
1447,Independencia,Parque Mirador Viejo, ,13,131,28329.13899784, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,825.946724963284,28329.138997842
1448,Pudahuel,Parque Avda. Las Flores, ,13,131,27323.95122695, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1562.21390752803,27323.9512269455
1449,Lampa,Plaza Casas de Itahue, ,13,133,8874.78965466, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,395.144107747963,8874.78965465618
1450,Cerro Navia,Plaza Roosvelt, ,13,131,16720.90212251, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,2629.40992785066,16720.9021225072
1451,Tiltil,Parque Alto El Manzano, ,13,133,28709.54738319, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1242.75334527924,28709.5473831921
1452,Quilicura,Plaza Los Mercenarios, ,13,131,5528.66516825, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,635.330490302045,5528.66516824886
1453,Colina,Avda. Central, ,13,133,34492.39639781, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,1473.19217901507,34492.3963978124
1454,Colina,Parque Condominio Los Ríos, ,13,133,16063.65448317, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,676.745105034904,16063.6544831715
1455,Colina,Laguna Santa Elena, ,13,133,10900.74576246, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,651.126895186988,10900.745762459
1456,Pudahuel,Plaza El Cobre, ,13,131,6906.09570354, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,402.900731589223,6906.09570353805
1457,Quinta Normal,Plaza Bolivar, ,13,131,5041.50918049, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,283.907194712817,5041.5091804899
1458,Pudahuel,Parque San Andrés, ,13,131,14085.30202649, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,677.578468886393,14085.3020264902
1459,Pudahuel,Plaza Jardines de Vespucio, ,13,131,7729.44859578, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,562.953634802316,7729.44859577581
1460,Pudahuel,Plaza Avda. José Manuel Guzmán, ,13,131,13015.60288131, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,509.119494103802,13015.6028813099
1461,Colina,Laguna Ayres de Chicureo, ,13,133,40653.72842404, , , , , ,0,0, , , , ,0, , , , , , , ,0, , , , , , , , , , , ,Parques Urbanos,866.942091185431,40653.7284240378
